,age,job,education,contact,month,duration,campaign,prev_contact,previous,poutcome,emp_var_rate,cons_conf_idx,deposit_approve
66,42,0,0,0,0,208,1,0,0,0,1.1,-36.4,0
67,50,0,0,0,0,193,1,0,0,0,1.1,-36.4,0
68,51,0,0,0,0,212,1,0,0,0,1.1,-36.4,0
69,38,1,1,0,0,165,2,0,0,0,1.1,-36.4,0
70,38,0,1,0,0,20,1,0,0,0,1.1,-36.4,0
71,31,1,1,0,0,246,1,0,0,0,1.1,-36.4,0
72,41,0,0,0,0,529,2,0,0,0,1.1,-36.4,0
73,39,1,1,0,0,192,1,0,0,0,1.1,-36.4,0
74,34,1,1,0,0,188,2,0,0,0,1.1,-36.4,0
75,35,1,1,0,0,180,2,0,0,0,1.1,-36.4,0
76,33,1,0,0,0,545,1,0,0,0,1.1,-36.4,0
77,42,0,0,0,0,583,1,0,0,0,1.1,-36.4,0
78,45,0,1,0,0,221,1,0,0,0,1.1,-36.4,0
79,42,0,1,0,0,426,1,0,0,0,1.1,-36.4,0
80,53,1,1,0,0,287,1,0,0,0,1.1,-36.4,0
81,37,0,1,0,0,197,1,0,0,0,1.1,-36.4,0
82,44,0,0,0,0,257,1,0,0,0,1.1,-36.4,0
83,49,0,0,0,0,55,3,0,0,0,1.1,-36.4,0
84,52,1,1,0,0,197,1,0,0,0,1.1,-36.4,0
85,52,1,1,0,0,190,1,0,0,0,1.1,-36.4,0
86,43,0,1,0,0,21,1,0,0,0,1.1,-36.4,0
87,34,0,0,0,0,300,2,0,0,0,1.1,-36.4,0
88,35,1,1,0,0,123,2,0,0,0,1.1,-36.4,0
89,60,1,1,0,0,514,1,0,0,0,1.1,-36.4,0
90,58,1,0,0,0,849,2,0,0,0,1.1,-36.4,0
91,35,0,1,0,0,194,1,0,0,0,1.1,-36.4,0
92,55,0,0,0,0,212,2,0,0,0,1.1,-36.4,0
93,37,0,1,0,0,337,2,0,0,0,1.1,-36.4,0
94,36,0,1,0,0,286,1,0,0,0,1.1,-36.4,0
95,52,1,1,0,0,247,2,0,0,0,1.1,-36.4,0
96,48,0,0,0,0,178,1,0,0,0,1.1,-36.4,0
97,40,0,1,0,0,98,1,0,0,0,1.1,-36.4,0
98,49,0,1,0,0,439,1,0,0,0,1.1,-36.4,0
99,41,0,1,0,0,139,1,0,0,0,1.1,-36.4,0
100,45,0,1,0,0,79,1,0,0,0,1.1,-36.4,0
101,32,1,1,0,0,175,1,0,0,0,1.1,-36.4,0
102,42,1,1,0,0,262,2,0,0,0,1.1,-36.4,0
103,50,1,0,0,0,61,1,0,0,0,1.1,-36.4,0
104,31,0,1,0,0,78,1,0,0,0,1.1,-36.4,0
105,56,1,0,0,0,102,2,0,0,0,1.1,-36.4,0
106,41,0,1,0,0,579,1,0,0,0,1.1,-36.4,1
107,37,0,0,0,0,143,1,0,0,0,1.1,-36.4,0
108,41,0,1,0,0,677,1,0,0,0,1.1,-36.4,0
109,37,0,0,0,0,345,1,0,0,0,1.1,-36.4,0
110,52,0,1,0,0,185,1,0,0,0,1.1,-36.4,0
111,39,0,1,0,0,207,1,0,0,0,1.1,-36.4,0
112,39,0,0,0,0,69,2,0,0,0,1.1,-36.4,0
113,56,0,0,0,0,100,2,0,0,0,1.1,-36.4,0
114,34,0,1,0,0,125,2,0,0,0,1.1,-36.4,0
115,45,0,0,0,0,461,1,0,0,0,1.1,-36.4,1
116,43,1,1,0,0,240,1,0,0,0,1.1,-36.4,0
117,39,0,1,0,0,193,1,0,0,0,1.1,-36.4,0
118,53,0,0,0,0,136,1,0,0,0,1.1,-36.4,0
119,42,0,0,0,0,528,1,0,0,0,1.1,-36.4,0
120,42,0,0,0,0,541,1,0,0,0,1.1,-36.4,0
121,35,1,1,0,0,338,1,0,0,0,1.1,-36.4,0
122,40,1,1,0,0,163,1,0,0,0,1.1,-36.4,0
123,51,0,0,0,0,87,1,0,0,0,1.1,-36.4,0
124,60,0,0,0,0,301,1,0,0,0,1.1,-36.4,0
125,39,0,1,0,0,52,1,0,0,0,1.1,-36.4,0
126,36,0,0,0,0,98,1,0,0,0,1.1,-36.4,0
127,43,0,1,0,0,186,2,0,0,0,1.1,-36.4,0
128,59,0,1,0,0,579,2,0,0,0,1.1,-36.4,0
129,24,0,1,0,0,165,2,0,0,0,1.1,-36.4,0
130,37,0,0,0,0,163,2,0,0,0,1.1,-36.4,0
131,40,0,0,0,0,46,1,0,0,0,1.1,-36.4,0
132,42,0,0,0,0,559,3,0,0,0,1.1,-36.4,0
133,37,0,0,0,0,85,1,0,0,0,1.1,-36.4,0
134,38,0,1,0,0,506,1,0,0,0,1.1,-36.4,0
135,54,0,1,0,0,843,2,0,0,0,1.1,-36.4,0
136,43,0,1,0,0,181,1,0,0,0,1.1,-36.4,0
137,36,0,1,0,0,427,1,0,0,0,1.1,-36.4,0
138,45,0,1,0,0,292,1,0,0,0,1.1,-36.4,0
139,42,1,1,0,0,192,1,0,0,0,1.1,-36.4,0
140,43,0,1,0,0,93,3,0,0,0,1.1,-36.4,0
141,46,0,0,0,0,128,2,0,0,0,1.1,-36.4,0
142,44,0,1,0,0,107,1,0,0,0,1.1,-36.4,0
143,51,1,0,0,0,303,2,0,0,0,1.1,-36.4,0
144,28,0,1,0,0,81,1,0,0,0,1.1,-36.4,0
145,37,0,0,0,0,270,1,0,0,0,1.1,-36.4,0
146,34,0,1,0,0,228,1,0,0,0,1.1,-36.4,0
147,46,0,0,0,0,240,1,0,0,0,1.1,-36.4,0
148,42,0,0,0,0,673,2,0,0,0,1.1,-36.4,1
149,36,1,1,0,0,233,3,0,0,0,1.1,-36.4,0
150,54,0,0,0,0,102,1,0,0,0,1.1,-36.4,0
151,57,0,1,0,0,461,1,0,0,0,1.1,-36.4,0
152,51,0,0,0,0,250,1,0,0,0,1.1,-36.4,0
153,54,1,1,0,0,130,1,0,0,0,1.1,-36.4,0
154,49,0,0,0,0,252,1,0,0,0,1.1,-36.4,0
155,34,1,1,0,0,138,1,0,0,0,1.1,-36.4,0
156,41,0,1,0,0,412,1,0,0,0,1.1,-36.4,0
157,38,0,0,0,0,179,2,0,0,0,1.1,-36.4,0
158,45,0,1,0,0,19,2,0,0,0,1.1,-36.4,0
159,42,0,1,0,0,228,2,0,0,0,1.1,-36.4,0
160,34,0,0,0,0,55,1,0,0,0,1.1,-36.4,0
161,48,0,0,0,0,717,1,0,0,0,1.1,-36.4,0
162,37,1,1,0,0,313,1,0,0,0,1.1,-36.4,0
163,34,0,0,0,0,289,1,0,0,0,1.1,-36.4,0
164,40,1,0,0,0,683,2,0,0,0,1.1,-36.4,0
165,33,0,1,0,0,146,2,0,0,0,1.1,-36.4,0
166,32,0,0,0,0,167,1,0,0,0,1.1,-36.4,0
167,39,0,1,0,0,356,2,0,0,0,1.1,-36.4,0
168,44,0,0,0,0,172,1,0,0,0,1.1,-36.4,0
169,35,1,1,0,0,218,1,0,0,0,1.1,-36.4,0
170,35,1,1,0,0,217,1,0,0,0,1.1,-36.4,0
171,35,1,1,0,0,67,1,0,0,0,1.1,-36.4,0
172,36,0,0,0,0,291,1,0,0,0,1.1,-36.4,0
173,35,1,1,0,0,248,1,0,0,0,1.1,-36.4,0
174,36,1,0,0,0,256,1,0,0,0,1.1,-36.4,0
175,55,0,1,0,0,286,1,0,0,0,1.1,-36.4,0
176,59,1,1,0,0,477,1,0,0,0,1.1,-36.4,0
177,39,0,1,0,0,471,1,0,0,0,1.1,-36.4,0
178,39,0,0,0,0,381,2,0,0,0,1.1,-36.4,0
179,50,0,0,0,0,287,1,0,0,0,1.1,-36.4,0
180,40,0,1,0,0,322,3,0,0,0,1.1,-36.4,0
181,35,1,1,0,0,216,2,0,0,0,1.1,-36.4,0
182,36,0,0,0,0,210,1,0,0,0,1.1,-36.4,0
183,46,0,0,0,0,288,1,0,0,0,1.1,-36.4,0
184,40,0,0,0,0,168,1,0,0,0,1.1,-36.4,0
185,58,1,1,0,0,132,1,0,0,0,1.1,-36.4,0
186,42,0,1,0,0,64,2,0,0,0,1.1,-36.4,0
187,35,1,1,0,0,209,2,0,0,0,1.1,-36.4,0
188,43,1,0,0,0,410,3,0,0,0,1.1,-36.4,0
189,45,0,0,0,0,177,1,0,0,0,1.1,-36.4,0
190,39,1,1,0,0,580,2,0,0,0,1.1,-36.4,0
191,50,0,1,0,0,165,1,0,0,0,1.1,-36.4,0
192,32,0,0,0,0,127,2,0,0,0,1.1,-36.4,0
193,39,1,1,0,0,357,1,0,0,0,1.1,-36.4,0
194,52,0,1,0,0,175,1,0,0,0,1.1,-36.4,0
195,44,1,1,0,0,300,1,0,0,0,1.1,-36.4,0
196,56,0,0,0,0,136,1,0,0,0,1.1,-36.4,0
197,48,1,1,0,0,125,2,0,0,0,1.1,-36.4,0
198,33,0,1,0,0,189,2,0,0,0,1.1,-36.4,0
199,43,0,1,0,0,213,3,0,0,0,1.1,-36.4,0
200,57,1,1,0,0,238,2,0,0,0,1.1,-36.4,0
201,36,0,1,0,0,124,1,0,0,0,1.1,-36.4,0
202,34,0,1,0,0,18,1,0,0,0,1.1,-36.4,0
203,34,0,0,0,0,730,2,0,0,0,1.1,-36.4,0
204,30,0,1,0,0,40,1,0,0,0,1.1,-36.4,0
205,32,0,1,0,0,79,1,0,0,0,1.1,-36.4,0
206,36,0,1,0,0,142,2,0,0,0,1.1,-36.4,0
207,36,0,1,0,0,389,1,0,0,0,1.1,-36.4,0
208,33,0,1,0,0,702,1,0,0,0,1.1,-36.4,0
209,40,0,1,0,0,151,1,0,0,0,1.1,-36.4,0
210,41,0,0,0,0,211,1,0,0,0,1.1,-36.4,0
211,51,0,0,0,0,117,1,0,0,0,1.1,-36.4,0
212,36,0,1,0,0,232,3,0,0,0,1.1,-36.4,0
213,53,0,1,0,0,370,3,0,0,0,1.1,-36.4,0
214,58,0,0,0,0,179,2,0,0,0,1.1,-36.4,0
215,45,0,0,0,0,46,1,0,0,0,1.1,-36.4,0
216,33,1,1,0,0,50,1,0,0,0,1.1,-36.4,0
217,33,1,1,0,0,181,1,0,0,0,1.1,-36.4,0
218,27,0,0,0,0,119,1,0,0,0,1.1,-36.4,0
219,42,0,1,0,0,361,1,0,0,0,1.1,-36.4,0
220,43,1,0,0,0,73,3,0,0,0,1.1,-36.4,0
221,42,1,1,0,0,67,2,0,0,0,1.1,-36.4,0
222,27,0,0,0,0,350,1,0,0,0,1.1,-36.4,0
223,34,0,1,0,0,150,2,0,0,0,1.1,-36.4,0
224,31,1,1,0,0,332,2,0,0,0,1.1,-36.4,0
225,54,0,1,0,0,611,2,0,0,0,1.1,-36.4,0
226,40,0,0,0,0,58,3,0,0,0,1.1,-36.4,0
227,52,1,1,0,0,151,1,0,0,0,1.1,-36.4,0
228,47,0,1,0,0,89,2,0,0,0,1.1,-36.4,0
229,49,0,0,0,0,152,1,0,0,0,1.1,-36.4,0
230,32,1,1,0,0,611,2,0,0,0,1.1,-36.4,0
231,49,0,1,0,0,110,2,0,0,0,1.1,-36.4,0
232,50,0,0,0,0,463,1,0,0,0,1.1,-36.4,0
233,34,0,1,0,0,962,1,0,0,0,1.1,-36.4,0
234,55,0,0,0,0,102,2,0,0,0,1.1,-36.4,0
235,47,0,0,0,0,10,4,0,0,0,1.1,-36.4,0
236,51,1,1,0,0,118,3,0,0,0,1.1,-36.4,0
237,47,0,0,0,0,92,2,0,0,0,1.1,-36.4,0
238,56,0,0,0,0,143,3,0,0,0,1.1,-36.4,0
239,53,1,0,0,0,189,3,0,0,0,1.1,-36.4,0
240,36,0,0,0,0,75,2,0,0,0,1.1,-36.4,0
241,42,0,0,0,0,189,2,0,0,0,1.1,-36.4,0
242,44,0,0,0,0,55,2,0,0,0,1.1,-36.4,0
243,39,0,0,0,0,935,3,0,0,0,1.1,-36.4,1
244,37,1,1,0,0,56,2,0,0,0,1.1,-36.4,0
245,36,0,1,0,0,225,2,0,0,0,1.1,-36.4,0
246,42,0,1,0,0,125,2,0,0,0,1.1,-36.4,0
247,31,1,1,0,0,286,2,0,0,0,1.1,-36.4,0
248,53,0,1,0,0,206,2,0,0,0,1.1,-36.4,0
249,45,0,0,0,0,164,2,0,0,0,1.1,-36.4,0
250,37,0,1,0,0,98,2,0,0,0,1.1,-36.4,0
251,47,0,1,0,0,446,2,0,0,0,1.1,-36.4,0
252,49,0,1,0,0,742,2,0,0,0,1.1,-36.4,0
253,36,1,1,0,0,120,2,0,0,0,1.1,-36.4,0
254,35,0,1,0,0,122,3,0,0,0,1.1,-36.4,0
255,38,0,1,0,0,357,2,0,0,0,1.1,-36.4,0
256,50,0,1,0,0,200,2,0,0,0,1.1,-36.4,0
257,59,1,1,0,0,107,2,0,0,0,1.1,-36.4,0
258,42,1,1,0,0,248,2,0,0,0,1.1,-36.4,0
259,40,1,0,0,0,215,2,0,0,0,1.1,-36.4,0
260,57,0,0,0,0,205,2,0,0,0,1.1,-36.4,0
261,42,1,1,0,0,261,3,0,0,0,1.1,-36.4,0
262,41,0,0,0,0,83,2,0,0,0,1.1,-36.4,0
263,54,0,1,0,0,106,3,0,0,0,1.1,-36.4,0
264,27,1,1,0,0,106,2,0,0,0,1.1,-36.4,0
265,36,1,1,0,0,108,2,0,0,0,1.1,-36.4,0
266,58,0,1,0,0,214,2,0,0,0,1.1,-36.4,0
267,40,0,1,0,0,358,2,0,0,0,1.1,-36.4,0
268,34,1,0,0,0,453,2,0,0,0,1.1,-36.4,0
269,33,1,1,0,0,364,2,0,0,0,1.1,-36.4,0
270,56,1,0,0,0,136,2,0,0,0,1.1,-36.4,0
271,42,0,0,0,0,173,2,0,0,0,1.1,-36.4,0
272,43,0,1,0,0,241,2,0,0,0,1.1,-36.4,0
273,54,0,0,0,0,224,3,0,0,0,1.1,-36.4,0
274,53,1,0,0,0,148,2,0,0,0,1.1,-36.4,0
275,40,0,0,0,0,199,3,0,0,0,1.1,-36.4,0
276,54,0,1,0,0,196,2,0,0,0,1.1,-36.4,0
277,40,0,1,0,0,111,4,0,0,0,1.1,-36.4,0
278,26,1,1,0,0,231,3,0,0,0,1.1,-36.4,0
279,33,1,1,0,0,316,3,0,0,0,1.1,-36.4,0
280,35,0,0,0,0,240,2,0,0,0,1.1,-36.4,0
281,36,1,1,0,0,669,3,0,0,0,1.1,-36.4,0
282,29,0,1,0,0,425,2,0,0,0,1.1,-36.4,0
283,36,0,0,0,0,121,2,0,0,0,1.1,-36.4,0
284,35,0,1,0,0,174,5,0,0,0,1.1,-36.4,0
285,50,0,1,0,0,88,5,0,0,0,1.1,-36.4,0
286,46,0,1,0,0,313,3,0,0,0,1.1,-36.4,0
287,49,0,1,0,0,135,4,0,0,0,1.1,-36.4,0
288,42,0,1,0,0,152,2,0,0,0,1.1,-36.4,0
289,36,0,1,0,0,402,3,0,0,0,1.1,-36.4,0
290,55,0,0,0,0,221,2,0,0,0,1.1,-36.4,0
291,41,0,1,0,0,213,2,0,0,0,1.1,-36.4,0
292,57,0,1,0,0,144,3,0,0,0,1.1,-36.4,0
293,32,0,1,0,0,158,3,0,0,0,1.1,-36.4,0
294,49,1,0,0,0,220,3,0,0,0,1.1,-36.4,0
295,58,0,0,0,0,254,2,0,0,0,1.1,-36.4,0
296,52,0,1,0,0,503,2,0,0,0,1.1,-36.4,0
297,50,0,1,0,0,680,2,0,0,0,1.1,-36.4,0
298,41,0,0,0,0,421,4,0,0,0,1.1,-36.4,0
299,33,0,1,0,0,130,3,0,0,0,1.1,-36.4,0
300,57,0,0,0,0,164,2,0,0,0,1.1,-36.4,0
301,48,0,0,0,0,174,3,0,0,0,1.1,-36.4,0
302,55,0,1,0,0,113,2,0,0,0,1.1,-36.4,0
303,38,0,1,0,0,195,2,0,0,0,1.1,-36.4,0
304,38,0,1,0,0,347,3,0,0,0,1.1,-36.4,0
305,53,1,1,0,0,208,2,0,0,0,1.1,-36.4,0
306,43,1,1,0,0,404,4,0,0,0,1.1,-36.4,0
307,36,0,1,0,0,396,2,0,0,0,1.1,-36.4,0
308,32,0,0,0,0,98,2,0,0,0,1.1,-36.4,0
309,33,0,0,0,0,229,3,0,0,0,1.1,-36.4,0
310,58,0,0,0,0,350,2,0,0,0,1.1,-36.4,0
311,40,1,1,0,0,88,3,0,0,0,1.1,-36.4,0
312,57,0,1,0,0,379,2,0,0,0,1.1,-36.4,0
313,45,0,1,0,0,168,3,0,0,0,1.1,-36.4,0
314,42,0,0,0,0,190,3,0,0,0,1.1,-36.4,0
315,46,1,1,0,0,158,1,0,0,0,1.1,-36.4,0
316,36,0,1,0,0,210,1,0,0,0,1.1,-36.4,0
317,41,0,1,0,0,102,1,0,0,0,1.1,-36.4,0
318,57,1,0,0,0,306,1,0,0,0,1.1,-36.4,0
319,49,0,0,0,0,64,1,0,0,0,1.1,-36.4,0
320,56,0,1,0,0,218,1,0,0,0,1.1,-36.4,0
321,37,0,0,0,0,77,1,0,0,0,1.1,-36.4,0
322,37,0,0,0,0,54,1,0,0,0,1.1,-36.4,0
323,46,1,1,0,0,344,1,0,0,0,1.1,-36.4,0
324,22,0,0,0,0,195,1,0,0,0,1.1,-36.4,0
325,43,0,1,0,0,202,1,0,0,0,1.1,-36.4,0
326,41,0,0,0,0,278,1,0,0,0,1.1,-36.4,0
327,38,1,1,0,0,189,1,0,0,0,1.1,-36.4,0
328,33,1,0,0,0,83,1,0,0,0,1.1,-36.4,0
329,49,1,1,0,0,18,1,0,0,0,1.1,-36.4,0
330,33,1,0,0,0,235,1,0,0,0,1.1,-36.4,0
331,34,0,1,0,0,290,1,0,0,0,1.1,-36.4,0
332,59,0,0,0,0,318,1,0,0,0,1.1,-36.4,0
333,59,0,0,0,0,437,1,0,0,0,1.1,-36.4,0
334,41,0,1,0,0,402,1,0,0,0,1.1,-36.4,0
335,48,0,0,0,0,501,4,0,0,0,1.1,-36.4,0
336,44,0,1,0,0,1030,1,0,0,0,1.1,-36.4,1
337,59,1,1,0,0,253,1,0,0,0,1.1,-36.4,0
338,50,0,1,0,0,149,1,0,0,0,1.1,-36.4,0
339,35,1,1,0,0,144,1,0,0,0,1.1,-36.4,0
340,42,1,1,0,0,69,1,0,0,0,1.1,-36.4,0
341,45,1,0,0,0,243,1,0,0,0,1.1,-36.4,0
342,36,0,1,0,0,769,2,0,0,0,1.1,-36.4,0
343,56,0,1,0,0,135,3,0,0,0,1.1,-36.4,0
344,29,0,0,0,0,231,1,0,0,0,1.1,-36.4,0
345,41,0,1,0,0,442,2,0,0,0,1.1,-36.4,0
346,42,0,0,0,0,199,1,0,0,0,1.1,-36.4,0
347,52,0,1,0,0,455,1,0,0,0,1.1,-36.4,0
348,48,0,1,0,0,152,1,0,0,0,1.1,-36.4,0
349,31,0,1,0,0,124,1,0,0,0,1.1,-36.4,0
350,43,1,1,0,0,424,1,0,0,0,1.1,-36.4,0
351,36,0,0,0,0,43,1,0,0,0,1.1,-36.4,0
352,42,0,1,0,0,154,1,0,0,0,1.1,-36.4,0
353,52,0,0,0,0,393,1,0,0,0,1.1,-36.4,0
354,39,1,1,0,0,203,2,0,0,0,1.1,-36.4,0
355,36,0,1,0,0,140,2,0,0,0,1.1,-36.4,0
356,42,0,0,0,0,326,1,0,0,0,1.1,-36.4,0
357,41,1,1,0,0,483,1,0,0,0,1.1,-36.4,0
358,55,0,0,0,0,259,1,0,0,0,1.1,-36.4,0
359,30,0,0,0,0,227,1,0,0,0,1.1,-36.4,0
360,57,1,0,0,0,673,1,0,0,0,1.1,-36.4,0
361,45,0,0,0,0,576,1,0,0,0,1.1,-36.4,0
362,51,0,0,0,0,180,2,0,0,0,1.1,-36.4,0
363,39,0,0,0,0,90,1,0,0,0,1.1,-36.4,0
364,47,1,1,0,0,505,1,0,0,0,1.1,-36.4,0
365,27,0,1,0,0,245,1,0,0,0,1.1,-36.4,0
366,34,0,1,0,0,186,1,0,0,0,1.1,-36.4,0
367,57,0,0,0,0,208,1,0,0,0,1.1,-36.4,0
368,43,0,0,0,0,623,1,0,0,0,1.1,-36.4,0
369,49,0,0,0,0,180,1,0,0,0,1.1,-36.4,0
370,39,0,1,0,0,496,3,0,0,0,1.1,-36.4,0
371,38,0,0,0,0,118,1,0,0,0,1.1,-36.4,0
372,49,0,0,0,0,102,2,0,0,0,1.1,-36.4,0
373,58,0,0,0,0,342,1,0,0,0,1.1,-36.4,0
374,43,0,1,0,0,225,1,0,0,0,1.1,-36.4,0
375,31,0,1,0,0,276,1,0,0,0,1.1,-36.4,0
376,43,0,1,0,0,87,1,0,0,0,1.1,-36.4,0
377,43,0,0,0,0,744,1,0,0,0,1.1,-36.4,0
378,30,0,1,0,0,262,1,0,0,0,1.1,-36.4,0
379,27,0,1,0,0,271,1,0,0,0,1.1,-36.4,0
380,37,0,1,0,0,198,2,0,0,0,1.1,-36.4,0
381,46,0,0,0,0,150,1,0,0,0,1.1,-36.4,0
382,35,0,1,0,0,241,1,0,0,0,1.1,-36.4,0
383,47,1,1,0,0,196,1,0,0,0,1.1,-36.4,0
384,40,0,1,0,0,264,1,0,0,0,1.1,-36.4,0
385,26,0,1,0,0,246,1,0,0,0,1.1,-36.4,0
386,32,0,0,0,0,309,2,0,0,0,1.1,-36.4,0
387,45,0,1,0,0,140,1,0,0,0,1.1,-36.4,0
388,34,1,0,0,0,175,1,0,0,0,1.1,-36.4,0
389,57,0,0,0,0,50,1,0,0,0,1.1,-36.4,0
390,57,0,0,0,0,101,1,0,0,0,1.1,-36.4,0
391,38,0,0,0,0,144,1,0,0,0,1.1,-36.4,0
392,57,0,0,0,0,238,1,0,0,0,1.1,-36.4,0
393,28,1,0,0,0,354,1,0,0,0,1.1,-36.4,0
394,60,0,1,0,0,451,2,0,0,0,1.1,-36.4,0
395,48,1,1,0,0,159,1,0,0,0,1.1,-36.4,0
396,47,0,1,0,0,170,1,0,0,0,1.1,-36.4,0
397,40,1,1,0,0,243,1,0,0,0,1.1,-36.4,0
398,51,0,1,0,0,141,2,0,0,0,1.1,-36.4,0
399,48,1,0,0,0,112,1,0,0,0,1.1,-36.4,0
400,54,0,0,0,0,262,2,0,0,0,1.1,-36.4,0
401,40,0,0,0,0,53,1,0,0,0,1.1,-36.4,0
402,44,1,0,0,0,134,1,0,0,0,1.1,-36.4,0
403,42,0,1,0,0,204,4,0,0,0,1.1,-36.4,0
404,52,0,1,0,0,678,1,0,0,0,1.1,-36.4,0
405,31,0,0,0,0,182,1,0,0,0,1.1,-36.4,0
406,32,0,1,0,0,162,1,0,0,0,1.1,-36.4,0
407,44,1,1,0,0,177,1,0,0,0,1.1,-36.4,0
408,39,0,0,0,0,27,1,0,0,0,1.1,-36.4,0
409,57,0,1,0,0,699,3,0,0,0,1.1,-36.4,0
410,52,1,0,0,0,358,1,0,0,0,1.1,-36.4,0
411,42,0,1,0,0,529,1,0,0,0,1.1,-36.4,0
412,43,0,1,0,0,310,1,0,0,0,1.1,-36.4,0
413,31,1,1,0,0,47,1,0,0,0,1.1,-36.4,0
414,29,1,1,0,0,379,1,0,0,0,1.1,-36.4,0
415,57,0,0,0,0,30,2,0,0,0,1.1,-36.4,0
416,44,0,0,0,0,472,1,0,0,0,1.1,-36.4,0
417,39,0,0,0,0,114,1,0,0,0,1.1,-36.4,0
418,57,1,1,0,0,116,1,0,0,0,1.1,-36.4,0
419,37,0,1,0,0,264,1,0,0,0,1.1,-36.4,0
