,age,job,education,contact,month,duration,campaign,prev_contact,previous,poutcome,emp_var_rate,cons_conf_idx,deposit_approve
117,39,management,university.degree,0,may,193,1,0,0,nonexistent,1.1,-36.4,0
118,53,blue-collar,basic.4y,0,may,136,1,0,0,nonexistent,1.1,-36.4,0
119,42,blue-collar,basic.4y,0,may,528,1,0,0,nonexistent,1.1,-36.4,0
120,42,blue-collar,basic.4y,0,may,541,1,0,0,nonexistent,1.1,-36.4,0
121,35,admin.,high.school,0,may,338,1,0,0,nonexistent,1.1,-36.4,0
122,40,admin.,university.degree,0,may,163,1,0,0,nonexistent,1.1,-36.4,0
123,51,blue-collar,basic.4y,0,may,87,1,0,0,nonexistent,1.1,-36.4,0
124,60,blue-collar,basic.9y,0,may,301,1,0,0,nonexistent,1.1,-36.4,0
125,39,services,high.school,0,may,52,1,0,0,nonexistent,1.1,-36.4,0
126,36,blue-collar,basic.9y,0,may,98,1,0,0,nonexistent,1.1,-36.4,0
127,43,technician,professional.course,0,may,186,2,0,0,nonexistent,1.1,-36.4,0
128,59,services,high.school,0,may,579,2,0,0,nonexistent,1.1,-36.4,0
129,24,management,university.degree,0,may,165,2,0,0,nonexistent,1.1,-36.4,0
130,37,blue-collar,basic.9y,0,may,163,2,0,0,nonexistent,1.1,-36.4,0
131,40,blue-collar,basic.9y,0,may,46,1,0,0,nonexistent,1.1,-36.4,0
132,42,blue-collar,basic.9y,0,may,559,3,0,0,nonexistent,1.1,-36.4,0
133,37,entrepreneur,basic.6y,0,may,85,1,0,0,nonexistent,1.1,-36.4,0
134,38,services,high.school,0,may,506,1,0,0,nonexistent,1.1,-36.4,0
135,54,management,university.degree,0,may,843,2,0,0,nonexistent,1.1,-36.4,0
136,43,blue-collar,high.school,0,may,181,1,0,0,nonexistent,1.1,-36.4,0
137,36,services,high.school,0,may,427,1,0,0,nonexistent,1.1,-36.4,0
138,45,technician,university.degree,0,may,292,1,0,0,nonexistent,1.1,-36.4,0
139,42,admin.,university.degree,0,may,192,1,0,0,nonexistent,1.1,-36.4,0
140,43,services,high.school,0,may,93,3,0,0,nonexistent,1.1,-36.4,0
141,46,management,basic.9y,0,may,128,2,0,0,nonexistent,1.1,-36.4,0
142,44,services,high.school,0,may,107,1,0,0,nonexistent,1.1,-36.4,0
143,51,admin.,basic.6y,0,may,303,2,0,0,nonexistent,1.1,-36.4,0
144,28,services,high.school,0,may,81,1,0,0,nonexistent,1.1,-36.4,0
145,37,blue-collar,basic.9y,0,may,270,1,0,0,nonexistent,1.1,-36.4,0
146,34,technician,high.school,0,may,228,1,0,0,nonexistent,1.1,-36.4,0
147,46,blue-collar,basic.6y,0,may,240,1,0,0,nonexistent,1.1,-36.4,0
148,42,blue-collar,basic.9y,0,may,673,2,0,0,nonexistent,1.1,-36.4,1
149,36,admin.,university.degree,0,may,233,3,0,0,nonexistent,1.1,-36.4,0
150,54,blue-collar,basic.4y,0,may,102,1,0,0,nonexistent,1.1,-36.4,0
151,57,management,university.degree,0,may,461,1,0,0,nonexistent,1.1,-36.4,0
152,51,technician,basic.6y,0,may,250,1,0,0,nonexistent,1.1,-36.4,0
153,54,retired,high.school,0,may,130,1,0,0,nonexistent,1.1,-36.4,0
154,49,blue-collar,basic.4y,0,may,252,1,0,0,nonexistent,1.1,-36.4,0
155,34,admin.,university.degree,0,may,138,1,0,0,nonexistent,1.1,-36.4,0
156,41,technician,professional.course,0,may,412,1,0,0,nonexistent,1.1,-36.4,0
157,38,blue-collar,basic.9y,0,may,179,2,0,0,nonexistent,1.1,-36.4,0
158,45,management,university.degree,0,may,19,2,0,0,nonexistent,1.1,-36.4,0
159,42,technician,university.degree,0,may,228,2,0,0,nonexistent,1.1,-36.4,0
160,34,blue-collar,basic.9y,0,may,55,1,0,0,nonexistent,1.1,-36.4,0
161,48,blue-collar,basic.4y,0,may,717,1,0,0,nonexistent,1.1,-36.4,0
162,37,admin.,high.school,0,may,313,1,0,0,nonexistent,1.1,-36.4,0
163,34,blue-collar,basic.9y,0,may,289,1,0,0,nonexistent,1.1,-36.4,0
164,40,admin.,basic.9y,0,may,683,2,0,0,nonexistent,1.1,-36.4,0
165,33,services,high.school,0,may,146,2,0,0,nonexistent,1.1,-36.4,0
166,32,services,basic.6y,0,may,167,1,0,0,nonexistent,1.1,-36.4,0
167,39,blue-collar,high.school,0,may,356,2,0,0,nonexistent,1.1,-36.4,0
168,44,blue-collar,basic.9y,0,may,172,1,0,0,nonexistent,1.1,-36.4,0
169,35,student,university.degree,0,may,218,1,0,0,nonexistent,1.1,-36.4,0
170,35,student,university.degree,0,may,217,1,0,0,nonexistent,1.1,-36.4,0
171,35,unemployed,professional.course,0,may,67,1,0,0,nonexistent,1.1,-36.4,0
172,36,services,basic.4y,0,may,291,1,0,0,nonexistent,1.1,-36.4,0
173,35,student,university.degree,0,may,248,1,0,0,nonexistent,1.1,-36.4,0
174,36,student,basic.9y,0,may,256,1,0,0,nonexistent,1.1,-36.4,0
175,55,housemaid,university.degree,0,may,286,1,0,0,nonexistent,1.1,-36.4,0
176,59,admin.,university.degree,0,may,477,1,0,0,nonexistent,1.1,-36.4,0
177,39,blue-collar,professional.course,0,may,471,1,0,0,nonexistent,1.1,-36.4,0
178,39,housemaid,basic.4y,0,may,381,2,0,0,nonexistent,1.1,-36.4,0
179,50,housemaid,basic.4y,0,may,287,1,0,0,nonexistent,1.1,-36.4,0
180,40,services,high.school,0,may,322,3,0,0,nonexistent,1.1,-36.4,0
181,35,admin.,high.school,0,may,216,2,0,0,nonexistent,1.1,-36.4,0
182,36,services,basic.6y,0,may,210,1,0,0,nonexistent,1.1,-36.4,0
183,46,technician,basic.4y,0,may,288,1,0,0,nonexistent,1.1,-36.4,0
184,40,technician,basic.9y,0,may,168,1,0,0,nonexistent,1.1,-36.4,0
185,58,retired,university.degree,0,may,132,1,0,0,nonexistent,1.1,-36.4,0
186,42,technician,university.degree,0,may,64,2,0,0,nonexistent,1.1,-36.4,0
187,35,admin.,university.degree,0,may,209,2,0,0,nonexistent,1.1,-36.4,0
188,43,retired,basic.4y,0,may,410,3,0,0,nonexistent,1.1,-36.4,0
189,45,blue-collar,basic.4y,0,may,177,1,0,0,nonexistent,1.1,-36.4,0
190,39,admin.,professional.course,0,may,580,2,0,0,nonexistent,1.1,-36.4,0
191,50,services,professional.course,0,may,165,1,0,0,nonexistent,1.1,-36.4,0
192,32,management,basic.4y,0,may,127,2,0,0,nonexistent,1.1,-36.4,0
193,39,admin.,high.school,0,may,357,1,0,0,nonexistent,1.1,-36.4,0
194,52,self-employed,university.degree,0,may,175,1,0,0,nonexistent,1.1,-36.4,0
195,44,admin.,professional.course,0,may,300,1,0,0,nonexistent,1.1,-36.4,0
196,56,blue-collar,basic.4y,0,may,136,1,0,0,nonexistent,1.1,-36.4,0
197,48,admin.,high.school,0,may,125,2,0,0,nonexistent,1.1,-36.4,0
198,33,services,high.school,0,may,189,2,0,0,nonexistent,1.1,-36.4,0
199,43,management,university.degree,0,may,213,3,0,0,nonexistent,1.1,-36.4,0
200,57,retired,high.school,0,may,238,2,0,0,nonexistent,1.1,-36.4,0
201,36,technician,professional.course,0,may,124,1,0,0,nonexistent,1.1,-36.4,0
202,34,management,university.degree,0,may,18,1,0,0,nonexistent,1.1,-36.4,0
203,34,services,basic.9y,0,may,730,2,0,0,nonexistent,1.1,-36.4,0
204,30,technician,university.degree,0,may,40,1,0,0,nonexistent,1.1,-36.4,0
205,32,technician,professional.course,0,may,79,1,0,0,nonexistent,1.1,-36.4,0
206,36,technician,high.school,0,may,142,2,0,0,nonexistent,1.1,-36.4,0
207,36,blue-collar,high.school,0,may,389,1,0,0,nonexistent,1.1,-36.4,0
208,33,services,high.school,0,may,702,1,0,0,nonexistent,1.1,-36.4,0
209,40,technician,professional.course,0,may,151,1,0,0,nonexistent,1.1,-36.4,0
210,41,blue-collar,basic.4y,0,may,211,1,0,0,nonexistent,1.1,-36.4,0
211,51,services,basic.6y,0,may,117,1,0,0,nonexistent,1.1,-36.4,0
212,36,technician,professional.course,0,may,232,3,0,0,nonexistent,1.1,-36.4,0
213,53,services,high.school,0,may,370,3,0,0,nonexistent,1.1,-36.4,0
214,58,blue-collar,basic.9y,0,may,179,2,0,0,nonexistent,1.1,-36.4,0
215,45,management,basic.9y,0,may,46,1,0,0,nonexistent,1.1,-36.4,0
216,33,admin.,high.school,0,may,50,1,0,0,nonexistent,1.1,-36.4,0
217,33,admin.,high.school,0,may,181,1,0,0,nonexistent,1.1,-36.4,0
218,27,blue-collar,basic.6y,0,may,119,1,0,0,nonexistent,1.1,-36.4,0
219,42,technician,high.school,0,may,361,1,0,0,nonexistent,1.1,-36.4,0
220,43,admin.,basic.9y,0,may,73,3,0,0,nonexistent,1.1,-36.4,0
221,42,admin.,university.degree,0,may,67,2,0,0,nonexistent,1.1,-36.4,0
222,27,blue-collar,basic.6y,0,may,350,1,0,0,nonexistent,1.1,-36.4,0
223,34,self-employed,university.degree,0,may,150,2,0,0,nonexistent,1.1,-36.4,0
224,31,student,university.degree,0,may,332,2,0,0,nonexistent,1.1,-36.4,0
225,54,management,university.degree,0,may,611,2,0,0,nonexistent,1.1,-36.4,0
226,40,self-employed,basic.4y,0,may,58,3,0,0,nonexistent,1.1,-36.4,0
227,52,unemployed,high.school,0,may,151,1,0,0,nonexistent,1.1,-36.4,0
228,47,management,university.degree,0,may,89,2,0,0,nonexistent,1.1,-36.4,0
229,49,housemaid,basic.9y,0,may,152,1,0,0,nonexistent,1.1,-36.4,0
230,32,admin.,high.school,0,may,611,2,0,0,nonexistent,1.1,-36.4,0
231,49,housemaid,high.school,0,may,110,2,0,0,nonexistent,1.1,-36.4,0
232,50,blue-collar,basic.9y,0,may,463,1,0,0,nonexistent,1.1,-36.4,0
233,34,services,high.school,0,may,962,1,0,0,nonexistent,1.1,-36.4,0
234,55,blue-collar,basic.4y,0,may,102,2,0,0,nonexistent,1.1,-36.4,0
235,47,technician,basic.9y,0,may,10,4,0,0,nonexistent,1.1,-36.4,0
236,51,retired,professional.course,0,may,118,3,0,0,nonexistent,1.1,-36.4,0
237,47,blue-collar,basic.6y,0,may,92,2,0,0,nonexistent,1.1,-36.4,0
238,56,technician,basic.4y,0,may,143,3,0,0,nonexistent,1.1,-36.4,0
239,53,admin.,basic.9y,0,may,189,3,0,0,nonexistent,1.1,-36.4,0
240,36,blue-collar,basic.9y,0,may,75,2,0,0,nonexistent,1.1,-36.4,0
241,42,blue-collar,basic.9y,0,may,189,2,0,0,nonexistent,1.1,-36.4,0
242,44,blue-collar,basic.6y,0,may,55,2,0,0,nonexistent,1.1,-36.4,0
243,39,housemaid,basic.9y,0,may,935,3,0,0,nonexistent,1.1,-36.4,1
244,37,admin.,high.school,0,may,56,2,0,0,nonexistent,1.1,-36.4,0
245,36,services,high.school,0,may,225,2,0,0,nonexistent,1.1,-36.4,0
246,42,management,university.degree,0,may,125,2,0,0,nonexistent,1.1,-36.4,0
247,31,admin.,high.school,0,may,286,2,0,0,nonexistent,1.1,-36.4,0
248,53,technician,professional.course,0,may,206,2,0,0,nonexistent,1.1,-36.4,0
249,45,blue-collar,basic.4y,0,may,164,2,0,0,nonexistent,1.1,-36.4,0
250,37,technician,professional.course,0,may,98,2,0,0,nonexistent,1.1,-36.4,0
251,47,self-employed,professional.course,0,may,446,2,0,0,nonexistent,1.1,-36.4,0
252,49,blue-collar,high.school,0,may,742,2,0,0,nonexistent,1.1,-36.4,0
253,36,admin.,university.degree,0,may,120,2,0,0,nonexistent,1.1,-36.4,0
254,35,services,high.school,0,may,122,3,0,0,nonexistent,1.1,-36.4,0
255,38,services,high.school,0,may,357,2,0,0,nonexistent,1.1,-36.4,0
256,50,blue-collar,high.school,0,may,200,2,0,0,nonexistent,1.1,-36.4,0
257,59,retired,professional.course,0,may,107,2,0,0,nonexistent,1.1,-36.4,0
258,42,admin.,high.school,0,may,248,2,0,0,nonexistent,1.1,-36.4,0
259,40,admin.,basic.6y,0,may,215,2,0,0,nonexistent,1.1,-36.4,0
260,57,housemaid,basic.4y,0,may,205,2,0,0,nonexistent,1.1,-36.4,0
261,42,admin.,university.degree,0,may,261,3,0,0,nonexistent,1.1,-36.4,0
262,41,blue-collar,basic.4y,0,may,83,2,0,0,nonexistent,1.1,-36.4,0
263,54,management,university.degree,0,may,106,3,0,0,nonexistent,1.1,-36.4,0
264,27,admin.,university.degree,0,may,106,2,0,0,nonexistent,1.1,-36.4,0
265,36,admin.,high.school,0,may,108,2,0,0,nonexistent,1.1,-36.4,0
266,58,blue-collar,professional.course,0,may,214,2,0,0,nonexistent,1.1,-36.4,0
267,40,management,university.degree,0,may,358,2,0,0,nonexistent,1.1,-36.4,0
268,34,admin.,basic.9y,0,may,453,2,0,0,nonexistent,1.1,-36.4,0
269,33,admin.,high.school,0,may,364,2,0,0,nonexistent,1.1,-36.4,0
270,56,retired,basic.6y,0,may,136,2,0,0,nonexistent,1.1,-36.4,0
271,42,blue-collar,basic.9y,0,may,173,2,0,0,nonexistent,1.1,-36.4,0
272,43,services,high.school,0,may,241,2,0,0,nonexistent,1.1,-36.4,0
273,54,management,basic.9y,0,may,224,3,0,0,nonexistent,1.1,-36.4,0
274,53,admin.,basic.6y,0,may,148,2,0,0,nonexistent,1.1,-36.4,0
275,40,services,basic.6y,0,may,199,3,0,0,nonexistent,1.1,-36.4,0
276,54,technician,professional.course,0,may,196,2,0,0,nonexistent,1.1,-36.4,0
277,40,housemaid,professional.course,0,may,111,4,0,0,nonexistent,1.1,-36.4,0
278,26,admin.,university.degree,0,may,231,3,0,0,nonexistent,1.1,-36.4,0
279,33,admin.,high.school,0,may,316,3,0,0,nonexistent,1.1,-36.4,0
280,35,blue-collar,basic.9y,0,may,240,2,0,0,nonexistent,1.1,-36.4,0
281,36,admin.,high.school,0,may,669,3,0,0,nonexistent,1.1,-36.4,0
282,29,services,high.school,0,may,425,2,0,0,nonexistent,1.1,-36.4,0
283,36,blue-collar,basic.9y,0,may,121,2,0,0,nonexistent,1.1,-36.4,0
284,35,management,high.school,0,may,174,5,0,0,nonexistent,1.1,-36.4,0
285,50,self-employed,university.degree,0,may,88,5,0,0,nonexistent,1.1,-36.4,0
286,46,services,high.school,0,may,313,3,0,0,nonexistent,1.1,-36.4,0
287,49,entrepreneur,high.school,0,may,135,4,0,0,nonexistent,1.1,-36.4,0
288,42,technician,professional.course,0,may,152,2,0,0,nonexistent,1.1,-36.4,0
289,36,blue-collar,high.school,0,may,402,3,0,0,nonexistent,1.1,-36.4,0
290,55,blue-collar,basic.9y,0,may,221,2,0,0,nonexistent,1.1,-36.4,0
291,41,management,university.degree,0,may,213,2,0,0,nonexistent,1.1,-36.4,0
292,57,management,professional.course,0,may,144,3,0,0,nonexistent,1.1,-36.4,0
293,32,services,high.school,0,may,158,3,0,0,nonexistent,1.1,-36.4,0
294,49,admin.,basic.9y,0,may,220,3,0,0,nonexistent,1.1,-36.4,0
295,58,blue-collar,basic.4y,0,may,254,2,0,0,nonexistent,1.1,-36.4,0
296,52,technician,high.school,0,may,503,2,0,0,nonexistent,1.1,-36.4,0
297,50,services,professional.course,0,may,680,2,0,0,nonexistent,1.1,-36.4,0
298,41,blue-collar,basic.9y,0,may,421,4,0,0,nonexistent,1.1,-36.4,0
299,33,entrepreneur,university.degree,0,may,130,3,0,0,nonexistent,1.1,-36.4,0
300,57,blue-collar,basic.4y,0,may,164,2,0,0,nonexistent,1.1,-36.4,0
301,48,blue-collar,basic.6y,0,may,174,3,0,0,nonexistent,1.1,-36.4,0
302,55,technician,professional.course,0,may,113,2,0,0,nonexistent,1.1,-36.4,0
303,38,management,university.degree,0,may,195,2,0,0,nonexistent,1.1,-36.4,0
304,38,services,high.school,0,may,347,3,0,0,nonexistent,1.1,-36.4,0
305,53,admin.,university.degree,0,may,208,2,0,0,nonexistent,1.1,-36.4,0
306,43,unemployed,university.degree,0,may,404,4,0,0,nonexistent,1.1,-36.4,0
307,36,blue-collar,high.school,0,may,396,2,0,0,nonexistent,1.1,-36.4,0
308,32,blue-collar,basic.9y,0,may,98,2,0,0,nonexistent,1.1,-36.4,0
309,33,services,basic.4y,0,may,229,3,0,0,nonexistent,1.1,-36.4,0
310,58,entrepreneur,basic.4y,0,may,350,2,0,0,nonexistent,1.1,-36.4,0
311,40,unemployed,high.school,0,may,88,3,0,0,nonexistent,1.1,-36.4,0
312,57,management,university.degree,0,may,379,2,0,0,nonexistent,1.1,-36.4,0
313,45,technician,high.school,0,may,168,3,0,0,nonexistent,1.1,-36.4,0
314,42,blue-collar,basic.4y,0,may,190,3,0,0,nonexistent,1.1,-36.4,0
315,46,admin.,university.degree,0,may,158,1,0,0,nonexistent,1.1,-36.4,0
316,36,technician,university.degree,0,may,210,1,0,0,nonexistent,1.1,-36.4,0
317,41,self-employed,high.school,0,may,102,1,0,0,nonexistent,1.1,-36.4,0
318,57,admin.,basic.9y,0,may,306,1,0,0,nonexistent,1.1,-36.4,0
319,49,blue-collar,basic.9y,0,may,64,1,0,0,nonexistent,1.1,-36.4,0
320,56,management,high.school,0,may,218,1,0,0,nonexistent,1.1,-36.4,0
321,37,blue-collar,basic.9y,0,may,77,1,0,0,nonexistent,1.1,-36.4,0
322,37,blue-collar,basic.9y,0,may,54,1,0,0,nonexistent,1.1,-36.4,0
323,46,admin.,high.school,0,may,344,1,0,0,nonexistent,1.1,-36.4,0
324,22,blue-collar,basic.9y,0,may,195,1,0,0,nonexistent,1.1,-36.4,0
325,43,services,high.school,0,may,202,1,0,0,nonexistent,1.1,-36.4,0
326,41,technician,basic.6y,0,may,278,1,0,0,nonexistent,1.1,-36.4,0
327,38,admin.,university.degree,0,may,189,1,0,0,nonexistent,1.1,-36.4,0
328,33,admin.,basic.9y,0,may,83,1,0,0,nonexistent,1.1,-36.4,0
